indicator_id,country_id,year,quarter,indicator_type,indicator_value,unit,data_source,last_updated
1191,9,2021,3,retail_sales_growth,15.7,percent,Euromonitor,2021-12-13
1192,10,2017,,gdp_growth,4.6,percent,IMF,2018-04-28
1193,1,2022,2,gdp_growth,8.4,percent,ADB,2022-08-02
1194,3,2022,,gdp_growth,7.7,percent,ADB,2023-04-05
1195,6,2024,,gdp_growth,5.6,percent,World Bank,2025-04-23
1196,10,2025,3,fdi_inflow,321100000.0,USD,World Bank,2025-11-17
1197,7,2014,,ecommerce_gmv,50500000.0,USD,Google-Temasek,2015-06-26
1198,6,2023,,internet_penetration,48.8,percent,Internet World Stats,2024-04-02
1199,5,2021,1,unemployment,7.3,percent,World Bank,2021-04-30
1200,7,2020,,gdp_per_capita,1202,USD,World Bank,2021-05-26
1201,1,2014,,ecommerce_gmv,6000000000.0,USD,Statista,2015-06-28
1202,2,2022,3,export_growth,19.4,percent,World Bank,2022-10-20
1203,2,2024,,ecommerce_gmv,86000000000.0,USD,Bain & Company,2025-04-25
1204,3,2023,3,export_growth,19.1,percent,World Bank,2023-10-20
1205,6,2020,,gdp_growth,4.2,percent,ADB,2021-04-23
1206,6,2020,3,inflation,3.4,percent,World Bank,2020-12-03
1207,8,2014,,ecommerce_gmv,28900000.0,USD,Bain & Company,2015-05-29
1208,6,2019,,internet_penetration,34.0,percent,ITU,2020-05-15
1209,6,2024,3,gdp_growth,8.9,percent,IMF,2024-11-09
1210,4,2012,,gdp_per_capita,10055,USD,World Bank,2013-06-09
1211,5,2012,,population,5100000.0,people,World Bank,2013-04-17
1212,1,2024,,gdp,1396100000000.0,USD,World Bank,2025-05-13
1213,3,2008,,gdp_per_capita,1071,USD,World Bank,2009-03-31
1214,4,2016,,internet_penetration,88.8,percent,ITU,2017-04-11
1215,1,2013,,gdp_growth,3.4,percent,IMF,2014-04-06
1216,8,2013,,ecommerce_gmv,10200000.0,USD,e-Conomy SEA,2014-06-20
1217,8,2012,,population,6800000.0,people,National Statistical Office,2013-06-20
1218,6,2023,2,retail_sales_growth,1.5,percent,Statista,2023-08-15
1219,10,2023,1,export_growth,-9.7,percent,UNCTAD,2023-04-17
1220,1,2015,,population,257800000.0,people,World Bank,2016-04-04
1221,1,2025,,ecommerce_gmv,109200000000.0,USD,Bain & Company,2026-05-18
1222,6,2010,,gdp_growth,6.2,percent,IMF,2011-05-12
1223,2,2014,,ecommerce_gmv,2200000000.0,USD,e-Conomy SEA,2015-05-09
1224,5,2021,2,unemployment,6.7,percent,World Bank,2021-09-04
1225,3,2016,,gdp_growth,6.5,percent,World Bank,2017-05-24
1226,10,2024,3,import_growth,11.4,percent,WTO,2024-10-25
1227,6,2024,2,gdp_growth,6.6,percent,World Bank,2024-08-28
1228,8,2010,,internet_penetration,2.2,percent,Internet World Stats,2011-04-29
1229,3,2019,,ecommerce_gmv,8000000000.0,USD,Bain & Company,2020-06-05
1230,4,2021,3,consumer_confidence,87,index,National Statistics,2021-11-02
1231,5,2019,,gdp_per_capita,54941,USD,IMF,2020-04-20
1232,7,2018,,ecommerce_gmv,43400000.0,USD,Statista,2019-05-30
1233,1,2023,,gdp_growth,5.8,percent,World Bank,2024-05-01
1234,4,2025,1,retail_sales_growth,15.3,percent,ASEANstats,2025-04-19
1235,7,2023,,ecommerce_gmv,121300000.0,USD,Bain & Company,2024-06-12
1236,1,2020,3,export_growth,11.3,percent,WTO,2020-10-20
1237,9,2023,2,retail_sales_growth,10.4,percent,ASEANstats,2023-07-25
1238,1,2023,4,inflation,3.6,percent,World Bank,2024-02-27
1239,1,2008,,gdp_growth,3.6,percent,IMF,2009-05-06
1240,1,2020,4,retail_sales_growth,6.0,percent,Statista,2021-03-06
1241,6,2023,1,consumer_confidence,123,index,Nielsen,2023-05-09
1242,6,2014,,gdp_per_capita,2638,USD,World Bank,2015-04-11
1243,8,2022,,gdp_per_capita,1392,USD,ADB,2023-04-08
1244,8,2016,,internet_penetration,2.9,percent,Internet World Stats,2017-06-07
1245,3,2024,3,consumer_confidence,86,index,Mastercard,2024-10-28
1246,8,2018,,population,7800000.0,people,National Statistical Office,2019-04-09
1247,2,2011,,gdp,316900000000.0,USD,National Statistics,2012-04-16
1248,1,2021,3,fdi_inflow,20800000000.0,USD,World Bank,2021-12-13
1249,9,2008,,gdp_per_capita,700,USD,IMF,2009-04-01
1250,4,2023,3,gdp_growth,7.1,percent,World Bank,2023-11-01
1251,1,2017,,gdp,722600000000.0,USD,ADB,2018-06-29
1252,7,2022,3,import_growth,-6.0,percent,UNCTAD,2022-11-04
1253,7,2014,,gdp_per_capita,926,USD,ADB,2015-05-15
1254,9,2021,,ecommerce_gmv,46500000.0,USD,Statista,2022-05-22
1255,9,2022,4,unemployment,4.6,percent,National Statistics,2023-03-02
1256,2,2021,1,inflation,3.9,percent,IMF,2021-05-01
1257,7,2022,1,export_growth,-6.1,percent,UNCTAD,2022-05-16
1258,6,2017,,gdp_growth,8.0,percent,World Bank,2018-05-15
1259,6,2022,4,unemployment,4.8,percent,National Statistics,2023-02-07
1260,1,2010,,gdp,552300000000.0,USD,IMF,2011-05-29
1261,6,2013,,gdp_per_capita,2112,USD,ADB,2014-06-22
1262,5,2022,2,unemployment,4.8,percent,National Statistics,2022-08-13
1263,8,2013,,internet_penetration,3.5,percent,ITU,2014-04-08
1264,10,2020,,ecommerce_gmv,475600000.0,USD,Google-Temasek,2021-04-28
1265,5,2019,,gdp,256900000000.0,USD,ADB,2020-04-06
1266,8,2020,2,inflation,3.9,percent,National Bank,2020-08-16
1267,5,2017,,ecommerce_gmv,1800000000.0,USD,e-Conomy SEA,2018-06-17
1268,8,2018,,gdp_growth,6.5,percent,ADB,2019-05-17
1269,10,2010,,population,402047,people,UN Population Division,2011-04-15
1270,6,2017,,internet_penetration,55.1,percent,ITU,2018-04-20
1271,5,2018,,gdp,351600000000.0,USD,World Bank,2019-04-30
1272,10,2023,1,import_growth,-6.6,percent,WTO,2023-06-08
1273,2,2021,2,fdi_inflow,17400000000.0,USD,World Bank,2021-08-26
1274,4,2024,1,consumer_confidence,106,index,Conference Board,2024-05-26
1275,10,2022,1,inflation,4.4,percent,National Bank,2022-06-11
1276,10,2025,,population,524081,people,National Statistical Office,2026-04-17
1277,2,2024,3,consumer_confidence,117,index,Nielsen,2024-11-01
1278,6,2009,,ecommerce_gmv,259700000.0,USD,Bain & Company,2010-06-09
1279,1,2025,1,import_growth,-8.6,percent,World Bank,2025-05-17
1280,3,2009,,internet_penetration,25.9,percent,Internet World Stats,2010-05-02
1281,9,2016,,gdp_growth,6.5,percent,ADB,2017-05-13
1282,1,2009,,gdp_growth,5.2,percent,World Bank,2010-04-16
1283,8,2014,,internet_penetration,3.6,percent,WeAreSocial,2015-05-06
1284,1,2008,,population,228000000.0,people,UN Population Division,2009-05-16
1285,8,2022,4,inflation,5.5,percent,IMF,2023-02-01
1286,5,2018,,ecommerce_gmv,7700000000.0,USD,Bain & Company,2019-06-11
1287,4,2023,,ecommerce_gmv,7000000000.0,USD,Google-Temasek,2024-05-15
1288,6,2020,,gdp,310300000000.0,USD,IMF,2021-04-29
1289,2,2022,3,consumer_confidence,119,index,Mastercard,2022-12-04
1290,2,2008,,gdp,270000000000.0,USD,World Bank,2009-06-10
1291,4,2016,,population,31800000.0,people,National Statistical Office,2017-04-02
1292,2,2023,,ecommerce_gmv,41500000000.0,USD,e-Conomy SEA,2024-04-18
1293,5,2023,3,import_growth,-3.6,percent,WTO,2023-11-26
1294,1,2018,,population,254600000.0,people,UN Population Division,2019-06-22
1295,8,2025,,population,7400000.0,people,National Statistical Office,2026-06-17
1296,7,2021,,gdp_growth,3.2,percent,World Bank,2022-04-06
1297,2,2020,4,fdi_inflow,20100000000.0,USD,OECD,2021-01-23
1298,4,2010,,gdp_growth,4.1,percent,ADB,2011-06-18
1299,9,2010,,gdp_growth,7.0,percent,World Bank,2011-06-25
1300,3,2011,,population,88100000.0,people,UN Population Division,2012-06-12
1301,4,2022,1,inflation,5.9,percent,World Bank,2022-05-08
1302,9,2010,,gdp,38800000000.0,USD,IMF,2011-05-02
1303,3,2025,2,import_growth,14.3,percent,World Bank,2025-08-23
1304,3,2024,,internet_penetration,104.6,percent,ITU,2025-04-10
1305,7,2012,,internet_penetration,2.1,percent,Internet World Stats,2013-05-03
1306,1,2018,,gdp,847600000000.0,USD,IMF,2019-06-29
1307,8,2022,2,consumer_confidence,130,index,Nielsen,2022-08-15
1308,3,2021,,gdp_per_capita,1612,USD,ADB,2022-05-17
1309,10,2025,1,fdi_inflow,2100000000.0,USD,World Bank,2025-06-12
1310,7,2024,4,export_growth,8.5,percent,World Bank,2025-03-11
1311,6,2014,,population,96300000.0,people,National Statistical Office,2015-04-15
1312,9,2025,4,gdp_growth,7.1,percent,World Bank,2026-02-13
1313,7,2021,2,consumer_confidence,89,index,National Statistics,2021-07-29
1314,9,2024,4,gdp_growth,6.8,percent,World Bank,2025-02-21
1315,2,2021,2,consumer_confidence,96,index,Nielsen,2021-09-04
1316,1,2023,2,consumer_confidence,116,index,Nielsen,2023-07-22
1317,6,2025,4,unemployment,3.2,percent,ILO,2026-03-14
1318,9,2020,,internet_penetration,2.9,percent,Internet World Stats,2021-05-30
1319,10,2025,1,unemployment,6.1,percent,World Bank,2025-04-21
1320,3,2016,,internet_penetration,48.3,percent,GSMA,2017-04-21
1321,5,2020,4,gdp_growth,5.2,percent,World Bank,2021-03-04
1322,9,2025,,gdp_growth,8.3,percent,ADB,2026-06-28
1323,10,2010,,ecommerce_gmv,49500000.0,USD,e-Conomy SEA,2011-06-24
1324,1,2023,3,consumer_confidence,84,index,Conference Board,2023-11-16
1325,4,2021,,gdp,418100000000.0,USD,National Statistics,2022-04-21
1326,8,2022,,population,8100000.0,people,UN Population Division,2023-06-13
1327,7,2021,3,consumer_confidence,121,index,Conference Board,2021-11-24
1328,5,2020,4,consumer_confidence,85,index,National Statistics,2021-02-23
1329,6,2016,,internet_penetration,35.8,percent,GSMA,2017-04-02
1330,6,2021,1,fdi_inflow,10300000000.0,USD,ASEAN Secretariat,2021-05-26
1331,10,2024,4,export_growth,-2.9,percent,WTO,2025-01-22
1332,8,2023,1,import_growth,1.8,percent,WTO,2023-04-14
1333,5,2024,,ecommerce_gmv,46400000000.0,USD,e-Conomy SEA,2025-05-03
1334,4,2009,,gdp,233500000000.0,USD,ADB,2010-05-30
1335,4,2025,1,gdp_growth,6.1,percent,IMF,2025-05-24
1336,3,2012,,population,92600000.0,people,National Statistical Office,2013-05-23
1337,9,2018,,population,57100000.0,people,National Statistical Office,2019-06-03
1338,8,2020,3,gdp_growth,2.5,percent,IMF,2020-10-30
1339,4,2022,4,unemployment,5.4,percent,National Statistics,2023-03-02
1340,4,2022,1,retail_sales_growth,9.2,percent,Euromonitor,2022-05-11
1341,9,2024,,gdp,100600000000.0,USD,National Statistics,2025-05-12
1342,7,2023,,gdp,18300000000.0,USD,National Statistics,2024-05-07
1343,8,2025,1,retail_sales_growth,1.5,percent,Statista,2025-06-05
1344,4,2021,,ecommerce_gmv,6800000000.0,USD,Statista,2022-04-27
1345,7,2010,,gdp_per_capita,777,USD,World Bank,2011-06-27
1346,10,2021,2,consumer_confidence,112,index,National Statistics,2021-08-26
1347,8,2020,1,inflation,3.9,percent,World Bank,2020-05-24
1348,5,2011,,gdp_growth,3.7,percent,ADB,2012-04-20
1349,5,2022,,gdp_per_capita,73139,USD,IMF,2023-05-24
1350,2,2020,2,consumer_confidence,52,index,Mastercard,2020-08-29
1351,5,2022,1,inflation,3.3,percent,National Bank,2022-05-10
1352,3,2025,2,consumer_confidence,100,index,Nielsen,2025-08-05
1353,8,2012,,gdp_per_capita,1016,USD,ADB,2013-04-30
1354,7,2012,,ecommerce_gmv,23600000.0,USD,Statista,2013-05-07
1355,7,2010,,gdp,10800000000.0,USD,IMF,2011-04-16
1356,4,2015,,gdp_per_capita,10682,USD,IMF,2016-06-26
1357,2,2008,,gdp_per_capita,4091,USD,IMF,2009-04-07
1358,9,2025,1,import_growth,12.1,percent,UNCTAD,2025-05-25
1359,5,2024,4,consumer_confidence,97,index,National Statistics,2025-02-02
1360,9,2022,,population,64600000.0,people,National Statistical Office,2023-05-24
1361,8,2009,,ecommerce_gmv,6000000.0,USD,Statista,2010-05-22
1362,8,2015,,ecommerce_gmv,15400000.0,USD,e-Conomy SEA,2016-06-01
1363,10,2014,,gdp_per_capita,41067,USD,ADB,2015-05-26
1364,9,2023,,internet_penetration,4.6,percent,Internet World Stats,2024-05-28
1365,7,2020,,population,17400000.0,people,World Bank,2021-05-20
1366,10,2021,4,unemployment,7.1,percent,National Statistics,2022-02-23
1367,1,2021,1,gdp_growth,6.2,percent,World Bank,2021-05-09
1368,2,2024,1,export_growth,-9.0,percent,World Bank,2024-06-10
1369,9,2017,,gdp_growth,3.0,percent,IMF,2018-06-03
1370,6,2021,3,inflation,4.5,percent,World Bank,2021-11-03
1371,8,2025,1,fdi_inflow,314800000.0,USD,ASEAN Secretariat,2025-04-24
1372,10,2009,,population,397039,people,National Statistical Office,2010-04-25
1373,4,2023,,gdp_growth,6.9,percent,IMF,2024-04-30
1374,10,2020,3,retail_sales_growth,3.0,percent,National Statistics,2020-10-29
1375,5,2020,1,inflation,2.5,percent,World Bank,2020-04-20
1376,5,2023,,gdp,296200000000.0,USD,IMF,2024-05-26
1377,7,2019,,gdp_growth,7.4,percent,World Bank,2020-05-13
1378,5,2019,,ecommerce_gmv,9000000000.0,USD,e-Conomy SEA,2020-06-17
1379,3,2008,,internet_penetration,24.3,percent,ITU,2009-05-16
1380,7,2024,,gdp_per_capita,1809,USD,World Bank,2025-06-13
1381,8,2025,,internet_penetration,19.1,percent,ITU,2026-06-10
1382,7,2020,4,gdp_growth,3.5,percent,World Bank,2021-01-21
1383,9,2022,,internet_penetration,3.3,percent,GSMA,2023-05-23
1384,6,2025,,population,113900000.0,people,World Bank,2026-06-22
1385,10,2025,3,gdp_growth,8.4,percent,ADB,2025-11-06
1386,5,2014,,gdp_growth,5.6,percent,World Bank,2015-04-16
1387,8,2020,3,unemployment,4.4,percent,ILO,2020-11-04
1388,5,2010,,gdp,200400000000.0,USD,IMF,2011-05-19
1389,3,2022,1,export_growth,7.3,percent,WTO,2022-04-15
1390,8,2016,,gdp_per_capita,1048,USD,World Bank,2017-04-28
1391,8,2020,3,export_growth,11.1,percent,UNCTAD,2020-12-03
1392,5,2024,2,export_growth,9.5,percent,UNCTAD,2024-09-02
1393,10,2021,1,unemployment,3.9,percent,World Bank,2021-05-02
1394,9,2021,1,import_growth,5.8,percent,UNCTAD,2021-04-30
1395,4,2021,1,import_growth,6.5,percent,UNCTAD,2021-06-05
1396,1,2024,,internet_penetration,96.3,percent,WeAreSocial,2025-06-13
1397,7,2022,3,gdp_growth,4.2,percent,World Bank,2022-12-14
1398,9,2024,1,unemployment,9.1,percent,World Bank,2024-05-31
1399,4,2009,,ecommerce_gmv,637000000.0,USD,Bain & Company,2010-06-11
1400,1,2020,2,consumer_confidence,64,index,Conference Board,2020-07-25
1401,3,2021,3,retail_sales_growth,11.6,percent,ASEANstats,2021-11-29
1402,6,2020,1,retail_sales_growth,6.3,percent,ASEANstats,2020-04-25
1403,9,2021,,population,67700000.0,people,World Bank,2022-06-09
1404,4,2021,1,consumer_confidence,129,index,National Statistics,2021-04-30
1405,6,2024,2,unemployment,7.2,percent,ILO,2024-09-06
1406,8,2024,2,inflation,2.9,percent,IMF,2024-08-15
1407,3,2020,,population,99500000.0,people,UN Population Division,2021-04-24
1408,6,2023,4,retail_sales_growth,13.3,percent,Euromonitor,2024-02-17
1409,4,2019,,gdp_growth,3.9,percent,ADB,2020-04-03
1410,6,2024,3,consumer_confidence,113,index,National Statistics,2024-10-19
1411,4,2021,4,import_growth,-2.7,percent,World Bank,2022-03-04
1412,5,2022,1,retail_sales_growth,3.0,percent,Euromonitor,2022-06-08
1413,7,2024,4,fdi_inflow,1300000000.0,USD,ASEAN Secretariat,2025-03-12
1414,8,2021,4,retail_sales_growth,18.9,percent,Statista,2022-01-27
1415,10,2013,,gdp_per_capita,44524,USD,World Bank,2014-06-24
1416,5,2017,,population,5300000.0,people,World Bank,2018-05-15
1417,1,2020,4,import_growth,10.6,percent,UNCTAD,2021-03-15
1418,9,2023,4,inflation,6.9,percent,IMF,2024-02-11
1419,3,2023,1,import_growth,17.0,percent,UNCTAD,2023-05-01
1420,5,2024,,internet_penetration,171.6,percent,GSMA,2025-05-29
1421,6,2024,2,inflation,2.4,percent,National Bank,2024-08-21
1422,4,2019,,ecommerce_gmv,5200000000.0,USD,Google-Temasek,2020-05-08
1423,8,2008,,internet_penetration,1.8,percent,GSMA,2009-06-09
1424,7,2022,,internet_penetration,4.8,percent,GSMA,2023-04-25
1425,6,2015,,population,104000000.0,people,UN Population Division,2016-05-28
1426,7,2021,,gdp,16200000000.0,USD,IMF,2022-05-27
1427,2,2020,,internet_penetration,52.9,percent,ITU,2021-06-29
1428,6,2021,4,inflation,5.3,percent,World Bank,2022-01-15
1429,10,2021,,ecommerce_gmv,1000000000.0,USD,Google-Temasek,2022-05-18
1430,8,2015,,gdp_per_capita,1297,USD,ADB,2016-06-14
1431,10,2008,,gdp,14000000000.0,USD,IMF,2009-04-22
1432,7,2021,1,consumer_confidence,124,index,Mastercard,2021-05-03
1433,1,2012,,internet_penetration,13.8,percent,ITU,2013-06-09
1434,7,2013,,gdp_per_capita,821,USD,World Bank,2014-03-31
1435,5,2016,,internet_penetration,167.8,percent,GSMA,2017-04-18
1436,7,2009,,gdp,10600000000.0,USD,World Bank,2010-05-29
1437,9,2017,,gdp_per_capita,1152,USD,IMF,2018-06-17
1438,6,2016,,gdp_growth,5.7,percent,World Bank,2017-04-02
1439,4,2018,,ecommerce_gmv,5200000000.0,USD,e-Conomy SEA,2019-06-11
1440,2,2009,,internet_penetration,21.6,percent,WeAreSocial,2010-06-22
1441,10,2019,,gdp,24600000000.0,USD,IMF,2020-04-25
1442,9,2025,2,unemployment,4.4,percent,National Statistics,2025-07-17
1443,6,2010,,gdp,194000000000.0,USD,IMF,2011-04-05
1444,2,2025,,gdp,518500000000.0,USD,National Statistics,2026-05-10
1445,8,2023,4,fdi_inflow,377500000.0,USD,UNCTAD,2024-02-29
1446,9,2020,,gdp,60700000000.0,USD,ADB,2021-06-28
1447,3,2024,1,gdp_growth,8.0,percent,World Bank,2024-05-25
1448,9,2009,,internet_penetration,0.9,percent,Internet World Stats,2010-06-29
1449,10,2022,1,fdi_inflow,1000000000.0,USD,ASEAN Secretariat,2022-05-04
1450,10,2009,,gdp_per_capita,38039,USD,World Bank,2010-04-12
1451,9,2023,,population,69500000.0,people,UN Population Division,2024-06-13
1452,5,2010,,ecommerce_gmv,713200000.0,USD,Statista,2011-05-18
1453,10,2011,,gdp_per_capita,40030,USD,ADB,2012-06-27
1454,10,2024,,gdp,35600000000.0,USD,World Bank,2025-05-01
1455,5,2010,,gdp_per_capita,40315,USD,ADB,2011-04-22
1456,9,2011,,gdp,40500000000.0,USD,National Statistics,2012-05-14
1457,7,2023,4,fdi_inflow,865900000.0,USD,OECD,2024-03-13
1458,10,2022,,population,543525,people,National Statistical Office,2023-05-04
1459,6,2019,,gdp_per_capita,3399,USD,World Bank,2020-04-09
1460,3,2017,,ecommerce_gmv,2700000000.0,USD,e-Conomy SEA,2018-06-08
1461,2,2018,,gdp_per_capita,5292,USD,IMF,2019-05-24
1462,6,2023,2,export_growth,18.5,percent,UNCTAD,2023-08-06
1463,2,2014,,internet_penetration,30.4,percent,ITU,2015-05-09
1464,1,2023,,gdp,956400000000.0,USD,National Statistics,2024-05-25
1465,6,2020,1,inflation,4.6,percent,IMF,2020-06-02
1466,5,2019,,gdp_growth,5.8,percent,IMF,2020-06-25
1467,8,2020,2,unemployment,1.4,percent,National Statistics,2020-08-12
1468,5,2022,2,inflation,4.1,percent,IMF,2022-07-18
1469,2,2020,3,unemployment,4.7,percent,World Bank,2020-11-24
1470,10,2016,,gdp,23200000000.0,USD,National Statistics,2017-06-02
1471,6,2025,4,gdp_growth,3.8,percent,ADB,2026-01-24
1472,7,2023,3,fdi_inflow,307300000.0,USD,World Bank,2023-11-05
1473,7,2022,,gdp,15200000000.0,USD,World Bank,2023-05-18
1474,8,2024,1,fdi_inflow,237200000.0,USD,World Bank,2024-04-17
1475,5,2024,4,retail_sales_growth,4.6,percent,Euromonitor,2025-01-23
1476,7,2014,,internet_penetration,2.0,percent,GSMA,2015-04-23
1477,4,2024,3,unemployment,4.3,percent,ILO,2024-11-25
1478,3,2020,1,fdi_inflow,6500000000.0,USD,World Bank,2020-05-27
1479,1,2010,,gdp_growth,3.4,percent,IMF,2011-06-07
1480,3,2017,,gdp_growth,4.5,percent,ADB,2018-06-19
1481,4,2024,,gdp_per_capita,20058,USD,World Bank,2025-04-29
1482,10,2022,3,consumer_confidence,132,index,National Statistics,2022-11-14
1483,3,2017,,internet_penetration,54.7,percent,GSMA,2018-05-13
1484,3,2020,,gdp_growth,4.7,percent,ADB,2021-06-01
1485,3,2024,3,import_growth,9.5,percent,UNCTAD,2024-10-24
1486,5,2023,,population,5700000.0,people,World Bank,2024-05-14
1487,1,2014,,gdp_per_capita,3058,USD,World Bank,2015-05-11
1488,7,2011,,gdp,11200000000.0,USD,IMF,2012-06-20
1489,4,2023,4,fdi_inflow,26100000000.0,USD,OECD,2024-01-19
1490,10,2025,1,inflation,6.1,percent,IMF,2025-04-29
1491,8,2013,,gdp,7300000000.0,USD,World Bank,2014-04-20
1492,4,2010,,gdp,239000000000.0,USD,IMF,2011-04-01
1493,1,2012,,gdp_growth,8.2,percent,IMF,2013-05-19
1494,2,2022,4,import_growth,13.9,percent,World Bank,2023-01-18
1495,2,2024,3,inflation,2.5,percent,IMF,2024-11-28
1496,3,2010,,gdp,103100000000.0,USD,ADB,2011-05-21
1497,4,2015,,gdp_growth,3.9,percent,ADB,2016-05-15
1498,3,2012,,ecommerce_gmv,927200000.0,USD,Bain & Company,2013-05-05
1499,3,2021,,internet_penetration,143.6,percent,Internet World Stats,2022-05-14
1500,8,2024,4,unemployment,7.3,percent,National Statistics,2025-02-19
1501,2,2021,3,import_growth,5.4,percent,UNCTAD,2021-11-23
1502,1,2022,3,export_growth,4.0,percent,UNCTAD,2022-12-11
1503,7,2009,,gdp_growth,2.7,percent,ADB,2010-04-07
1504,10,2023,3,import_growth,19.6,percent,WTO,2023-11-16
1505,8,2024,3,retail_sales_growth,9.4,percent,Euromonitor,2024-12-08
1506,6,2023,,ecommerce_gmv,3100000000.0,USD,Statista,2024-04-13
1507,6,2021,1,gdp_growth,5.5,percent,IMF,2021-04-14
1508,4,2025,,gdp,694500000000.0,USD,National Statistics,2026-05-10
1509,5,2025,3,gdp_growth,4.1,percent,ADB,2025-12-01
1510,5,2015,,population,5400000.0,people,World Bank,2016-05-06
1511,7,2024,,gdp,18100000000.0,USD,National Statistics,2025-05-08
1512,4,2013,,gdp_per_capita,9237,USD,ADB,2014-05-09
1513,3,2023,3,unemployment,7.9,percent,ILO,2023-10-30
1514,6,2010,,gdp_per_capita,2090,USD,IMF,2011-04-15
1515,9,2011,,population,53500000.0,people,World Bank,2012-06-13
1516,6,2022,3,export_growth,12.5,percent,WTO,2022-12-06
1517,9,2014,,gdp_per_capita,909,USD,World Bank,2015-04-25
1518,2,2021,3,export_growth,16.8,percent,World Bank,2021-10-31
1519,6,2024,,gdp,393100000000.0,USD,ADB,2025-06-28
1520,1,2023,,internet_penetration,46.6,percent,WeAreSocial,2024-04-18
1521,7,2020,,internet_penetration,2.2,percent,GSMA,2021-06-17
1522,6,2023,,gdp,356100000000.0,USD,ADB,2024-04-23
1523,5,2023,2,import_growth,5.8,percent,WTO,2023-08-14
1524,6,2025,4,inflation,3.9,percent,IMF,2026-01-23
1525,9,2020,1,export_growth,5.4,percent,World Bank,2020-05-28
1526,5,2023,3,inflation,3.6,percent,IMF,2023-11-25
1527,4,2023,1,fdi_inflow,15700000000.0,USD,OECD,2023-04-24
1528,10,2021,1,export_growth,1.2,percent,UNCTAD,2021-06-11
1529,9,2020,4,export_growth,-6.6,percent,UNCTAD,2021-03-01
1530,8,2022,2,inflation,5.2,percent,National Bank,2022-07-23
1531,4,2021,3,gdp_growth,7.2,percent,IMF,2021-10-28
1532,3,2021,1,fdi_inflow,1800000000.0,USD,World Bank,2021-04-15
1533,4,2010,,internet_penetration,64.9,percent,ITU,2011-04-22
1534,7,2023,,gdp_per_capita,1144,USD,World Bank,2024-06-17
1535,6,2020,4,export_growth,8.2,percent,UNCTAD,2021-01-27
1536,5,2025,3,inflation,6.0,percent,National Bank,2025-11-07
1537,9,2022,3,gdp_growth,6.6,percent,IMF,2022-10-23
1538,3,2010,,internet_penetration,27.8,percent,GSMA,2011-04-13
1539,8,2023,3,export_growth,11.6,percent,World Bank,2023-10-25
1540,3,2011,,internet_penetration,36.2,percent,Internet World Stats,2012-04-09
1541,1,2017,,gdp_growth,8.2,percent,IMF,2018-04-10
1542,4,2025,3,consumer_confidence,125,index,National Statistics,2025-11-03
1543,4,2014,,internet_penetration,103.2,percent,WeAreSocial,2015-05-04
1544,9,2021,1,retail_sales_growth,14.8,percent,Statista,2021-05-24
1545,10,2020,4,inflation,3.6,percent,World Bank,2021-02-14
1546,6,2021,,internet_penetration,104.7,percent,GSMA,2022-04-26
1547,3,2025,,gdp,204300000000.0,USD,IMF,2026-06-26
1548,6,2023,3,import_growth,13.8,percent,UNCTAD,2023-12-05
1549,10,2023,4,unemployment,8.6,percent,World Bank,2024-02-27
1550,9,2009,,gdp_growth,3.3,percent,World Bank,2010-04-29
1551,6,2021,,gdp_growth,6.0,percent,ADB,2022-05-07
1552,7,2024,2,export_growth,19.9,percent,UNCTAD,2024-08-06
1553,1,2022,,population,286800000.0,people,National Statistical Office,2023-05-01
1554,9,2025,3,export_growth,-9.0,percent,World Bank,2025-10-31
1555,1,2021,4,unemployment,7.5,percent,ILO,2022-03-12
1556,8,2024,,gdp_growth,8.8,percent,IMF,2025-04-21
1557,8,2021,,gdp,9200000000.0,USD,World Bank,2022-06-19
1558,9,2019,,internet_penetration,3.2,percent,GSMA,2020-06-01
1559,9,2011,,gdp_growth,6.8,percent,World Bank,2012-06-11
1560,4,2020,1,inflation,2.8,percent,World Bank,2020-05-10
1561,8,2024,,internet_penetration,13.6,percent,Internet World Stats,2025-04-04
1562,3,2024,,gdp_per_capita,2112,USD,IMF,2025-04-14
1563,3,2024,,population,111400000.0,people,National Statistical Office,2025-05-05
1564,4,2021,1,retail_sales_growth,16.9,percent,Statista,2021-05-01
1565,10,2023,1,consumer_confidence,143,index,National Statistics,2023-04-27
1566,2,2020,,gdp,437100000000.0,USD,ADB,2021-05-24
1567,9,2022,2,inflation,5.0,percent,IMF,2022-07-25
1568,5,2016,,gdp,306700000000.0,USD,IMF,2017-05-23
1569,1,2020,,gdp_growth,3.3,percent,IMF,2021-06-29
1570,9,2025,4,fdi_inflow,1100000000.0,USD,ASEAN Secretariat,2026-01-19
1571,3,2023,,gdp_growth,5.7,percent,World Bank,2024-04-14
1572,1,2024,,gdp_growth,8.2,percent,IMF,2025-06-13
1573,4,2020,1,export_growth,5.8,percent,UNCTAD,2020-05-21
1574,4,2021,4,unemployment,4.1,percent,National Statistics,2022-01-17
1575,8,2008,,gdp_growth,2.3,percent,World Bank,2009-05-20
1576,10,2012,,gdp_per_capita,38868,USD,ADB,2013-05-22
1577,4,2015,,gdp,329900000000.0,USD,ADB,2016-06-23
1578,4,2013,,internet_penetration,73.9,percent,WeAreSocial,2014-06-01
1579,8,2025,3,gdp_growth,3.7,percent,IMF,2025-11-30
1580,9,2020,4,unemployment,6.2,percent,World Bank,2021-02-28
